,road_id,road_name,common_road_name,cway,speed_limit,network_type
98348,4212014,Robinson St,Robinson St,S,110km/h or 50km/h built up areas,Local Road
98389,1015162,Letts L,Letts L,S,110km/h or 50km/h built up areas,Local Road
98398,2010479,Pratt Rd,Pratt Rd,S,110km/h or 50km/h built up areas,Local Road
98417,1020553,Solandra Wy,Solandra Wy,S,110km/h or 50km/h built up areas,Local Road
98442,1020098,Norwood Rd,Norwood Rd,S,110km/h or 50km/h built up areas,Local Road
98450,1072038,Kimberley Dr,Kimberley Dr,S,110km/h or 50km/h built up areas,Local Road
98473,1030809,Magnolia Gdns,Magnolia Gdns,S,110km/h or 50km/h built up areas,Local Road
98481,1250968,Coleman Wy,Coleman Wy,S,110km/h or 50km/h built up areas,Local Road
98489,1190317,Clause St,Clause St,S,110km/h or 50km/h built up areas,Local Road
98493,1190245,Warragoon Cr,Warragoon Cr,S,110km/h or 50km/h built up areas,Local Road
98504,1300133,Waugh St,Waugh St,S,110km/h or 50km/h built up areas,Local Road
98517,8130040,Dempster St,Dempster St,S,50km/h,Local Road
98520,1092538,Brixton Cr,Brixton Cr,S,110km/h or 50km/h built up areas,Local Road
98535,1030447,Glenbawn Dr,Glenbawn Dr,S,110km/h or 50km/h built up areas,Local Road
98545,1250853,Glover St,Glover St,S,110km/h or 50km/h built up areas,Local Road
98552,1160040,Balfour St,Balfour St,S,110km/h or 50km/h built up areas,Local Road
98562,6054004,Piesse St,Piesse St,S,50km/h,Local Road
98571,1104671,Palmerston Cr,Palmerston Cr,S,110km/h or 50km/h built up areas,Local Road
98578,H319,Tonkin Hwy (Southbound) off to Gnangara Rd (Eastbound),Tonkin Hwy (Southbound) off to Gnangara Rd (Eastbound),S,70km/h,State Road
98613,1104164,Inverell Grn,Inverell Grn,S,110km/h or 50km/h built up areas,Local Road
98657,3021296,Steels Wy,Steels Wy,S,50km/h,Local Road
98682,2121664,Victor Dr,Victor Dr,S,110km/h or 50km/h built up areas,Local Road
98694,2090004,Johnston Rd,Johnston Rd,S,110km/h or 50km/h built up areas,Local Road
98728,1040428,Shere St,Shere St,S,110km/h or 50km/h built up areas,Local Road
98738,1190129,Luffingham St,Luffingham St,S,110km/h or 50km/h built up areas,Local Road
98751,128Z003,Scenic Dr,Scenic Dr,S,70km/h,Local Road
98752,1280129,Helston Av,Helston Av,S,110km/h or 50km/h built up areas,Local Road
98777,1311998,Dotterel Pl,Dotterel Pl,S,110km/h or 50km/h built up areas,Local Road
98784,3110195,Mission Rd,Mission Rd,S,110km/h or 50km/h built up areas,Local Road
98804,1020145,Valley Rd,Valley Rd,S,110km/h or 50km/h built up areas,Local Road
98846,1070628,Sepia Ct,Sepia Ct,S,110km/h or 50km/h built up areas,Local Road
98868,1260114,York St,York St,S,110km/h or 50km/h built up areas,Local Road
99030,1310075,Blackbutt Dr,Blackbutt Dr,S,110km/h or 50km/h built up areas,Local Road
99032,2120136,Rockford St,Rockford St,S,110km/h or 50km/h built up areas,Local Road
99040,1070338,Clovelly Wy,Clovelly Wy,S,110km/h or 50km/h built up areas,Local Road
99057,2070247,Elder Ct,Elder Ct,S,110km/h or 50km/h built up areas,Local Road
99060,1311586,Renegade Wy,Renegade Wy,S,110km/h or 50km/h built up areas,Local Road
99061,1314350,Clydebank Cr,Clydebank Cr,S,110km/h or 50km/h built up areas,Local Road
99088,1250763,Newport Wy,Newport Wy,S,110km/h or 50km/h built up areas,Local Road
99089,1092025,Mustang Dr,Mustang Dr,S,110km/h or 50km/h built up areas,Local Road
99106,1252273,Benghazi Loop,Benghazi Loop,S,110km/h or 50km/h built up areas,Local Road
99112,0030164,Yurabi Rd,Yurabi Rd,S,110km/h or 50km/h built up areas,Local Road
99113,3080042,Park St,Park St,S,50km/h,Local Road
99128,4211033,Haddrill Rd,Haddrill Rd,S,110km/h or 50km/h built up areas,Local Road
99131,4030176,Bruce Rock - Narembeen Rd,Bruce Rock - Narembeen Rd,S,110km/h,Local Road
99132,1080116,Wellard St,Wellard St,S,110km/h or 50km/h built up areas,Local Road
99147,8140166,Galbraith Rd,Galbraith Rd,S,50km/h,Local Road
99148,0030140,Panton St,Panton St,S,50km/h,Local Road
99157,1251522,Whittle Pl,Whittle Pl,S,110km/h or 50km/h built up areas,Local Road
99164,0040235,Acacia Ct,Acacia Ct,S,50km/h,Local Road
99182,1030045,Power Av,Power Av,S,110km/h or 50km/h built up areas,Local Road
99193,1091198,Mount St,Mount St,S,110km/h or 50km/h built up areas,Local Road
99203,5150004,Skipper Rd,Skipper Rd,S,110km/h or 50km/h built up areas,Local Road
99225,1070095,Axminster St,Axminster St,S,110km/h or 50km/h built up areas,Local Road
99240,1141329,Queensgate Dr,Queensgate Dr,L,110km/h or 50km/h built up areas,Local Road
99291,3120119,Spring Rd,Spring Rd,S,110km/h or 50km/h built up areas,Local Road
99325,1311150,Glenunga Wy,Glenunga Wy,S,110km/h or 50km/h built up areas,Local Road
99336,1040334,Douglas Rd,Douglas Rd,S,70km/h,Local Road
99346,1251882,Sutherland St,Sutherland St,S,110km/h or 50km/h built up areas,Local Road
99362,1100856,Whitehouse Dr,Whitehouse Dr,S,110km/h or 50km/h built up areas,Local Road
99371,1130164,Ben St,Ben St,S,110km/h or 50km/h built up areas,Local Road
99387,5160145,Wells Rd,Wells Rd,S,110km/h or 50km/h built up areas,Local Road
99388,1140692,Periwinkle Wy,Periwinkle Wy,S,110km/h or 50km/h built up areas,Local Road
99395,3021081,Lenard St,Lenard St,S,50km/h,Local Road
99401,2120887,Waterfall Cove,Waterfall Cove,S,110km/h or 50km/h built up areas,Local Road
99433,1180068,Burt St,Burt St,S,110km/h or 50km/h built up areas,Local Road
99462,1092525,Starke Turn,Starke Turn,S,110km/h or 50km/h built up areas,Local Road
99478,1070569,Chalmers Av,Chalmers Av,S,110km/h or 50km/h built up areas,Local Road
99498,1312222,Leviathan Wy,Leviathan Wy,S,110km/h or 50km/h built up areas,Local Road
99533,1010926,Riverside L,Riverside L,S,110km/h or 50km/h built up areas,Local Road
99552,1040294,Leslie St,Leslie St,S,110km/h or 50km/h built up areas,Local Road
99599,1141347,Uppsala Pl,Uppsala Pl,S,110km/h or 50km/h built up areas,Local Road
99609,3020141,John St,John St,S,110km/h or 50km/h built up areas,Local Road
99618,1031398,Sumich Gdns,Sumich Gdns,S,110km/h or 50km/h built up areas,Local Road
99628,1030859,Williambury Dr,Williambury Dr,S,110km/h or 50km/h built up areas,Local Road
99643,1070060,Hillman St,Hillman St,S,110km/h or 50km/h built up areas,Local Road
99644,1220036,Gallop Rd,Gallop Rd,S,110km/h or 50km/h built up areas,Local Road
99653,1190144,First St,First St,S,110km/h or 50km/h built up areas,Local Road
99657,1040378,Alistair St,Alistair St,S,110km/h or 50km/h built up areas,Local Road
99674,1060187,Salisbury Rd East,Salisbury Rd East,S,110km/h or 50km/h built up areas,Local Road
99735,1110105,Watkins St,Watkins St,S,110km/h or 50km/h built up areas,Local Road
99747,1310301,Waltham St,Waltham St,S,110km/h or 50km/h built up areas,Local Road
99791,1104062,Waring Grn,Waring Grn,S,110km/h or 50km/h built up areas,Local Road
99820,1011486,Muscari Cl,Muscari Cl,S,110km/h or 50km/h built up areas,Local Road
99853,8110315,Fortescue Crossing Rd,Fortescue Crossing Rd,S,110km/h or 50km/h built up areas,State Road
99862,1093497,Wandsworth Av,Wandsworth Av,S,110km/h or 50km/h built up areas,Local Road
99873,2040326,Petherick St,Petherick St,S,110km/h or 50km/h built up areas,Local Road
99907,1120573,Marchant Wy,Marchant Wy,S,110km/h or 50km/h built up areas,Local Road
99918,1108032,Burleigh Bvd,Burleigh Bvd,S,110km/h or 50km/h built up areas,Local Road
99921,5050193,Sydney St,Sydney St,S,50km/h,Local Road
99930,1071542,Siracusa Ct,Siracusa Ct,S,110km/h or 50km/h built up areas,Local Road
99934,2050002,Gale Rd,Gale Rd,S,110km/h or 50km/h built up areas,Local Road
99955,2030079,Suttons Rd,Suttons Rd,S,110km/h or 50km/h built up areas,Local Road
99964,1313372,Vaucluse Pl,Vaucluse Pl,S,110km/h or 50km/h built up areas,Local Road
99989,1106452,Myrlea Trl,Myrlea Trl,S,110km/h or 50km/h built up areas,Local Road
100012,4330008,Doodenanning Rd,Doodenanning Rd,S,110km/h or 50km/h built up areas,Local Road
100038,1070897,Orleans Dr,Orleans Dr,S,110km/h or 50km/h built up areas,Local Road
100089,1072891,Japoon Vsta,Japoon Vsta,S,70km/h,Local Road
100111,1300183,Clarence St,Clarence St,S,40km/h,Local Road
100113,1091656,Viola Pl,Viola Pl,S,110km/h or 50km/h built up areas,Local Road
100121,4100003,Kondinin Lake Rd,Kondinin Lake Rd,S,110km/h or 50km/h built up areas,Local Road
100134,2050110,Vidler Rd,Vidler Rd,S,110km/h or 50km/h built up areas,Local Road
100153,3021140,Hill St,Hill St,S,50km/h,Local Road
100166,5050030,Fraser St,Fraser St,S,50km/h,Local Road
100176,3021055,Parker St,Parker St,S,110km/h or 50km/h built up areas,Local Road
100194,1072047,Arrowwood Loop,Arrowwood Loop,S,110km/h or 50km/h built up areas,Local Road
100204,2110203,Treasure Rd,Treasure Rd,S,110km/h or 50km/h built up areas,Local Road
100205,1310743,Cimbrook Wy,Cimbrook Wy,S,110km/h or 50km/h built up areas,Local Road
100211,1092536,Kylee Cl,Kylee Cl,S,110km/h or 50km/h built up areas,Local Road
100252,2050164,Gunn St,Gunn St,S,110km/h or 50km/h built up areas,Local Road
100256,1180404,Hudson Mews,Hudson Mews,S,110km/h or 50km/h built up areas,Local Road
100269,2180020,Walshaws Rd,Walshaws Rd,S,110km/h or 50km/h built up areas,Local Road
100330,1093018,Henna Link,Henna Link,S,110km/h or 50km/h built up areas,Local Road
100403,1191008,Filmer Pl,Filmer Pl,S,110km/h or 50km/h built up areas,Local Road
100442,1190052,Williams Rd,Williams Rd,S,110km/h or 50km/h built up areas,Local Road
100497,2110715,Kelston Wy,Kelston Wy,S,110km/h or 50km/h built up areas,Local Road
100534,1070074,George St,George St,S,110km/h or 50km/h built up areas,Local Road
100552,1092480,Fewson Turn,Fewson Turn,S,110km/h or 50km/h built up areas,Local Road
100554,1100277,Dallas Cr,Dallas Cr,S,110km/h or 50km/h built up areas,Local Road
100608,1060111,Horwood Rd,Horwood Rd,S,110km/h or 50km/h built up areas,Local Road
100626,4140149,Endersbee St,Endersbee St,S,50km/h,Local Road
100645,1120217,Lingfield Wy,Lingfield Wy,S,110km/h or 50km/h built up areas,Local Road
100665,1140385,Waldon St,Waldon St,S,110km/h or 50km/h built up areas,Local Road
100696,1251881,Jasper Cl,Jasper Cl,S,110km/h or 50km/h built up areas,Local Road
100711,813Z169,Wallareenya Rd,Wallareenya Rd,S,110km/h,State Road
100730,1020760,Berle Wy,Berle Wy,S,110km/h or 50km/h built up areas,Local Road
100735,3020374,Gladville Rd,Gladville Rd,S,110km/h or 50km/h built up areas,Local Road
100751,1010480,Kingsley Tce,Kingsley Tce,S,110km/h or 50km/h built up areas,Local Road
100760,2160066,Pneumonia Rd,Pneumonia Rd,S,110km/h or 50km/h built up areas,Local Road
100772,0040180,Packsaddle Rd,Packsaddle Rd,S,110km/h or 50km/h built up areas,Local Road
100792,3110005,Fourteen Mile Rd,Fourteen Mile Rd,S,110km/h or 50km/h built up areas,Local Road
100812,5030185,Johnston St,Johnston St,S,50km/h,Local Road
100821,1250972,Paine Ct,Paine Ct,S,110km/h or 50km/h built up areas,Local Road
100823,1260187,Ambon St,Ambon St,S,110km/h or 50km/h built up areas,Local Road
100826,1072456,Fairchild Dr,Fairchild Dr,S,110km/h or 50km/h built up areas,Local Road
100831,1093093,Kennedia Ent,Kennedia Ent,S,110km/h or 50km/h built up areas,Local Road
100832,2121447,Dotterel Dr,Dotterel Dr,S,110km/h or 50km/h built up areas,Local Road
100837,H415,Cable Beach Rd East Rty,Cable Beach Rd East Rty,S,70km/h,State Road
100840,1313335,Kennedya Dr,Kennedya Dr,S,110km/h or 50km/h built up areas,Local Road
100855,1085162,Wodalla Pde,Wodalla Pde,S,110km/h or 50km/h built up areas,Local Road
100890,3020359,Elphinstone Rd,Elphinstone Rd,S,110km/h or 50km/h built up areas,Local Road
100912,1252482,Sangiorgio Ct,Sangiorgio Ct,S,110km/h or 50km/h built up areas,Local Road
100969,1040539,Ash St,Ash St,S,110km/h or 50km/h built up areas,Local Road
100998,1070689,Benjamin Wy,Benjamin Wy,S,110km/h or 50km/h built up areas,Local Road
101000,1311143,Tellen St,Tellen St,S,110km/h or 50km/h built up areas,Local Road
101008,1104610,Ferndale Cnr,Ferndale Cnr,S,110km/h or 50km/h built up areas,Local Road
101010,1190297,Rudge St,Rudge St,S,110km/h or 50km/h built up areas,Local Road
101029,8130151,Bottlebrush Cr,Bottlebrush Cr,S,50km/h,Local Road
101037,3120200,Crane St,Crane St,S,110km/h or 50km/h built up areas,Local Road
101039,1251858,Whittington Av,Whittington Av,S,110km/h or 50km/h built up areas,Local Road
101044,1191324,Connell Ct,Connell Ct,S,110km/h or 50km/h built up areas,Local Road
101055,3080125,Carew St,Carew St,S,60km/h,Local Road
101057,1220101,Joyce St,Joyce St,S,110km/h or 50km/h built up areas,Local Road
101065,2051366,Harvey St,Harvey St,S,110km/h or 50km/h built up areas,Local Road
101067,1091171,Chatham Rd,Chatham Rd,S,110km/h or 50km/h built up areas,Local Road
101078,1310031,Kempenfeldt Av,Kempenfeldt Av,S,110km/h or 50km/h built up areas,Local Road
101079,6054046,Moran St West,Moran St West,S,50km/h,Local Road
101082,128Z002,Floreat Beach Access,Floreat Beach Access,S,60km/h,Local Road
101120,1290290,The Promenade,The Promenade,S,110km/h or 50km/h built up areas,Local Road
101136,2110218,Fitzgerald Wy,Fitzgerald Wy,S,110km/h or 50km/h built up areas,Local Road
101146,1071145,Springfield Ct,Springfield Ct,S,110km/h or 50km/h built up areas,Local Road
101178,1140790,Carney Rd,Carney Rd,S,110km/h or 50km/h built up areas,Local Road
101227,2010388,Auger Wy,Auger Wy,S,110km/h or 50km/h built up areas,Local Road
101236,1280438,Mulcahy L,Mulcahy L,S,60km/h,Local Road
101243,1251891,Castleton St,Castleton St,S,110km/h or 50km/h built up areas,Local Road
101279,1250848,Edison St,Edison St,S,110km/h or 50km/h built up areas,Local Road
101334,1140983,Macquarie Way - West End,Macquarie Way - West End,S,110km/h or 50km/h built up areas,Local Road
101352,1130111,Hampden St,Hampden St,S,110km/h or 50km/h built up areas,Local Road
101362,1105624,Seaside Av,Seaside Av,S,110km/h or 50km/h built up areas,Local Road
101366,1051105,Foxtail Gr,Foxtail Gr,S,110km/h or 50km/h built up areas,Local Road
101392,1040454,Croft St,Croft St,S,110km/h or 50km/h built up areas,Local Road
101431,1080153,Linton St,Linton St,S,110km/h or 50km/h built up areas,Local Road
101508,H287,Tonkin Hwy (Southbound) off to Tonkin Hwy-Morley Dr Rty,Tonkin Hwy (Southbound) off to Tonkin Hwy-Morley Dr Rty,S,70km/h,State Road
101511,1010730,Delamere Wy,Delamere Wy,S,110km/h or 50km/h built up areas,Local Road
101524,1180074,Brennan St,Brennan St,S,40km/h,Local Road
101536,1051069,McWhirter Prom,McWhirter Prom,S,60km/h,Local Road
101538,2010182,Old Ellen Brook Rd,Old Ellen Brook Rd,S,110km/h or 50km/h built up areas,Local Road
101555,1091470,Pondana Mews,Pondana Mews,S,110km/h or 50km/h built up areas,Local Road
101639,1040167,Victoria Rd,Victoria Rd,S,110km/h or 50km/h built up areas,Local Road
101659,2010018,Van Sittart Rd,Van Sittart Rd,S,110km/h or 50km/h built up areas,Local Road
101664,1102425,Bebich Dr,Bebich Dr,S,60km/h,Local Road
101684,5070157,Robertson Rd,Robertson Rd,S,50km/h,Local Road
101685,1091324,Patterson Dr,Patterson Dr,S,110km/h or 50km/h built up areas,Local Road
101692,3040029,Gunwarrie Rd,Gunwarrie Rd,S,110km/h or 50km/h built up areas,Local Road
101698,8140007,Woodbrook Rd,Woodbrook Rd,S,110km/h or 50km/h built up areas,Local Road
101711,8140270,Hill Pl,Hill Pl,S,50km/h,Local Road
101718,2070109,Laurie St,Laurie St,S,110km/h or 50km/h built up areas,Local Road
101735,1141456,Oban Link,Oban Link,S,110km/h or 50km/h built up areas,Local Road
101765,1020618,Sorensen Rd,Sorensen Rd,S,110km/h or 50km/h built up areas,Local Road
101775,1190168,Milroy St,Milroy St,S,110km/h or 50km/h built up areas,Local Road
101814,1040155,Bromley St,Bromley St,S,110km/h or 50km/h built up areas,Local Road
101822,1250558,Karabil Rd,Karabil Rd,S,110km/h or 50km/h built up areas,Local Road
101823,2010106,Churchill Av,Churchill Av,S,110km/h or 50km/h built up areas,Local Road
101844,2170137,Wilga Rd,Wilga Rd,S,110km/h or 50km/h built up areas,Local Road
101853,5140008,Settlement Rd,Settlement Rd,S,110km/h or 50km/h built up areas,Local Road
101860,2130271,Moore St,Moore St,S,110km/h or 50km/h built up areas,Local Road
101886,3150112,Union St,Union St,S,110km/h or 50km/h built up areas,Local Road
101898,2010016,Stockdill Rd,Stockdill Rd,S,110km/h or 50km/h built up areas,Local Road
101949,3020008,Chillinup Rd,Chillinup Rd,S,110km/h or 50km/h built up areas,Local Road
101971,2110607,Ranson Dr,Ranson Dr,S,110km/h or 50km/h built up areas,Local Road
101973,1103206,Avola Cove,Avola Cove,S,110km/h or 50km/h built up areas,Local Road
101975,1190115,McLean St,McLean St,S,110km/h or 50km/h built up areas,Local Road
101981,3080153,Schultz Rd,Schultz Rd,S,110km/h or 50km/h built up areas,Local Road
101983,1091950,Rainbow Cr,Rainbow Cr,S,110km/h or 50km/h built up areas,Local Road
101995,7040009,Laurie St,Laurie St,S,50km/h,Local Road
101996,1190079,Melville Beach Rd,Melville Beach Rd,S,110km/h or 50km/h built up areas,Local Road
101997,3170034,Hensman Rd,Hensman Rd,S,110km/h or 50km/h built up areas,Local Road
101999,2120266,Clytie Rd,Clytie Rd,S,110km/h or 50km/h built up areas,Local Road
102015,6100037,Old Newdegate Rd,Old Newdegate Rd,S,110km/h or 50km/h built up areas,Local Road
102050,1252078,Liquidambar Hts,Liquidambar Hts,S,110km/h or 50km/h built up areas,Local Road
102084,2121834,Kirkland Wy,Kirkland Wy,S,110km/h or 50km/h built up areas,Local Road
102087,1093724,Witan St,Witan St,S,110km/h or 50km/h built up areas,Local Road
102094,3150196,Scott St,Scott St,S,110km/h or 50km/h built up areas,Local Road
102100,8140191,Sing Pl,Sing Pl,S,50km/h,Local Road
102105,1050513,Donaldson Rd,Donaldson Rd,S,110km/h or 50km/h built up areas,Local Road
102121,3070135,Allardyce St,Allardyce St,S,50km/h,Local Road
102128,1314099,Bethnal Grn,Bethnal Grn,S,110km/h or 50km/h built up areas,Local Road
102133,3070146,Borden - Bremer Bay Rd,Borden - Bremer Bay Rd,S,110km/h,Local Road
102141,1041239,Kanani Dr,Kanani Dr,S,110km/h or 50km/h built up areas,Local Road
102144,3080059,Rogers Av,Rogers Av,S,50km/h,Local Road
102151,1180461,Burns St North,Burns St North,S,110km/h or 50km/h built up areas,Local Road
102159,5050054,Brede St,Brede St,S,50km/h,Local Road
102162,5010124,McPherson St,McPherson St,S,50km/h,Local Road
102181,1110092,Fifth Av,Fifth Av,S,110km/h or 50km/h built up areas,Local Road
102213,3050518,Mardo Rd,Mardo Rd,S,110km/h,State Road
102214,1260024,Alston Av,Alston Av,S,110km/h or 50km/h built up areas,Local Road
102238,1251510,Treen St,Treen St,S,110km/h or 50km/h built up areas,Local Road
102257,1070170,Andromeda St,Andromeda St,S,110km/h or 50km/h built up areas,Local Road
102283,1253007,Cobb St,Cobb St,S,110km/h or 50km/h built up areas,Local Road
102290,1050145,Leath Rd,Leath Rd,S,110km/h or 50km/h built up areas,Local Road
102305,2080179,Harlequin Gdns,Harlequin Gdns,S,110km/h or 50km/h built up areas,Local Road
102319,2130099,Smiths Rd,Smiths Rd,S,110km/h or 50km/h built up areas,Local Road
102331,5180197,Wongan Hills-Cadoux Rd,Wongan Hills-Cadoux Rd,S,110km/h or 50km/h built up areas,Local Road
102344,1141467,Iona Pl,Iona Pl,S,110km/h or 50km/h built up areas,Local Road
102365,1160035,Boreham St,Boreham St,S,110km/h or 50km/h built up areas,Local Road
102370,1140254,Russell St,Russell St,S,110km/h or 50km/h built up areas,Local Road
102385,8140680,Jewel L,Jewel L,S,40km/h,Local Road
102392,1314361,Menteith Pl,Menteith Pl,S,110km/h or 50km/h built up areas,Local Road
102398,5080120,Springfield Dr,Springfield Dr,S,110km/h or 50km/h built up areas,Local Road
102413,1032263,Napoleon Pde,Napoleon Pde,S,110km/h or 50km/h built up areas,Local Road
